startTime,endTime,type,subtype,source,assetExternalIds,KEY,source,sourceId,WORKORDER_NUMBER,WORKORDER_STATUS,WORKORDER_ISACTIVE,WORKORDER_TASKDESC,WORKORDER_TASKNAME,WORKORDER_TASKNUMBER,WORKORDER_TASKISCOMPLETED,WORKORDER_TISLOCATIONCODE,WORKORDER_TASKPREDECTASKNO,WORKORDER_TASKSHUTDOWNDESC,WORKORDER_STATUSISCOMPLETED,WORKORDER_TASKCOMPLETEDDATE,WORKORDER_TASKDURATIONHOURS,WORKORDER_TASKDISCIPLINEDESC,WORKORDER_TASKPREDECTASKNAME,WORKORDER_TASKREMAININGHOURS,WORKORDER_TASKPREDECDEPENDENCY
1367391600000,1369872000000.0,Worktask,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-LV-92521A;WMT:23-PV-96153,VAL_FAO-081752_30,akerbp-cdp,5961149387473767,FAO-081752,900,NO,*** ***-VPH-CM-***,Monthly monitoring control valves,30,NO,VAL,,Under drift,NO,,2,Onshore,,2,
1367391600000,1369872000000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92501B;WMT:23-ESDV-92521;WMT:23-ESDV-92551B,VAL_FAO-081747_10,akerbp-cdp,4699854906853016,FAO-081747,900,NO,Excecute Routine ***-VPH-CM-***,Daily analysis of ***-MAP,10,NO,VAL,,Under drift,NO,,2,Onshore,,2,
1367391600000,1369872000000.0,Worktask,VAL,akerbp-cdp,WMT:23-PT-96160-03;WMT:23-PSL-96140;WMT:23-TT-96181-03;WMT:23-LT-96182-03;WMT:23-TT-92533,VAL_FAO-082859_10,akerbp-cdp,1432326079921609,FAO-082859,900,NO,Excecute Routine ***-VPH-CM-***,*** Monthly monitoring,10,NO,VAL,,Under drift,NO,,7.5,Onshore,,7,
1367391600000,1369872000000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92501B;WMT:23-ESDV-92521;WMT:23-ESDV-92551B,VAL_FAO-081747_20,akerbp-cdp,5047848700222992,FAO-081747,900,NO,Excecute Routine ***-VPH-CM-***,Monthly SCORE meeting with BP,20,NO,VAL,,Under drift,NO,,8,Onshore,,8,
1367391600000,1369872000000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-081746_10,akerbp-cdp,2329713342917420,FAO-081746,900,NO,Excecute Routine ***-VPH-CM-***,Daily analysis of System1,10,NO,VAL,,Under drift,NO,,2,Onshore,,2,
1367391600000,1369872000000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-081748_30,akerbp-cdp,2168595771420337,FAO-081748,900,NO,Excecute Routine ***-VPH-CM-***,Monthly oil analysis,30,NO,VAL,,Under drift,NO,,2,Onshore,,2,
1367391600000,1369872000000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-081749_10,akerbp-cdp,7865797868009861,FAO-081749,900,NO,Excecute Routine ***-VPH-CM-***,Daily CM data reveiw and analysis,10,NO,VAL,,Under drift,NO,,4,Onshore,,4,
1367391600000,1369872000000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92501B;WMT:23-ESDV-92521;WMT:23-ESDV-92551B,VAL_FAO-081750_10,akerbp-cdp,1565870569333570,FAO-081750,900,NO,Excecute ***-***-CM-***,Daily activity,10,NO,VAL,20,Under drift,NO,,2,Onshore,Monthly meeting with SCORE,2,FINISH_TO_START
1367391600000,1369872000000.0,Worktask,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-LV-92521A;WMT:23-PV-96153,VAL_FAO-081752_10,akerbp-cdp,8532097322680263,FAO-081752,900,NO,*** ***-VPH-CM-***,Daily monitoring control valves,10,NO,VAL,,,NO,,2,Onshore,,2,
1367391600000,1369872000000.0,Worktask,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-LV-92521A;WMT:23-PV-96153,VAL_FAO-081751_30,akerbp-cdp,2037828573020688,FAO-081751,900,NO,*** ***-VPH-CM-***,Monthly monitoring control valves,30,NO,VAL,,Under drift,NO,,4,Onshore,,4,
1367391600000,1369872000000.0,Worktask,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-LV-92521A;WMT:23-PV-96153,VAL_FAO-081751_10,akerbp-cdp,4086012834010667,FAO-081751,900,NO,*** ***-VPH-CM-***,Daily monitoring control valves,10,NO,VAL,,,NO,,1,Onshore,,1,
1367391600000,1369872000000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92501B;WMT:23-ESDV-92521;WMT:23-ESDV-92551B,VAL_FAO-081750_20,akerbp-cdp,7864071042248619,FAO-081750,900,NO,Excecute Routine ***-VPH-CM-***,Monthly meeting with SCORE,20,NO,VAL,,Under drift,NO,,4,Onshore,,4,
1367478000000,1367689383000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_KAO-105511_1,akerbp-cdp,6703233485685055,KAO-105511,600,NO,,*** ***,1,YES,VAL,,,YES,,24,Automasjon,,0,
1368082800000,1368419879000.0,Worktask,VAL,akerbp-cdp,WMT:23-XV-92748,VAL_FAO-079077_1,akerbp-cdp,5257242775228269,FAO-079077,600,NO,Utfør funksjonstest *** henhold til PM rutine ***(PH)***,*** MND DRIFT. Funksjonstest av XV ventil,1,YES,VAL,,Hovedutstyrs nedstengning,YES,,4,Drift,,0,
1368082800000,1367968585000.0,Worktask,VAL,akerbp-cdp,WMT:45-V-90353;WMT:45-V-90352,VAL_KAO-106900_2,akerbp-cdp,83846703199677,KAO-106900,600,NO,*** *** *** rundt ventiler som har *** bolter *** ***. ,*** av *** ventiler,2,YES,VAL,1,Under drift,YES,2013-05-05T17:32:04,2,Inspeksjon,Inspeksjon.,0,FINISH_TO_START
1368082800000,1367968585000.0,Worktask,VAL,akerbp-cdp,WMT:45-V-90353;WMT:45-V-90352,VAL_KAO-106900_1,akerbp-cdp,5227742845642622,KAO-106900,600,NO,Inspeksjon og *** av *** bolter på ventiler.,Inspeksjon.,1,YES,VAL,,Under drift,YES,,6,Inspeksjon,,0,FINISH_TO_START
1368082800000,1368419879000.0,Worktask,VAL,akerbp-cdp,WMT:23-XZSH-92748;WMT:23-XV-92748;WMT:23-XZSL-92748;WMT:23-XVP-92748;WMT:23-XY-92748-04,VAL_FAO-079077_2,akerbp-cdp,2541348059099487,FAO-079077,600,NO,Utfør funksjonstest *** henhold til PM rutine ***(PH)***,*** MND DRIFT. Funksjonstest av XV ventil instrumentering,2,YES,VAL,,Under drift,YES,,2,Automasjon,,0,
1368687600000,1368704682000.0,Worktask,VAL,akerbp-cdp,WMT:23-YXY-92445-05;WMT:23-YSV-92545;WMT:23-YXY-92526-03;WMT:23-YZSL-92545;WMT:23-YSV-92445;WMT:23-YZSL-92526;WMT:23-YZSH-92526;WMT:23-YXY-92545-03;WMT:23-YXY-92545-05;WMT:23-YXY-92526-05;WMT:23-YZSL-92445;WMT:23-YZSH-92445;WMT:23-YZSH-92545;WMT:23-YSV-92526,VAL_FAO-079076_3,akerbp-cdp,4706412149799734,FAO-079076,600,NO,Utfør rutiner: ***(PH)***,*** MND AUTO. Ettersyn av instrumentering,3,YES,VAL,,Under drift,YES,,24,Automasjon,,0,
1368687600000,1368704682000.0,Worktask,VAL,akerbp-cdp,WMT:23-YXY-92445-05;WMT:23-YSV-92545;WMT:23-YXY-92526-03;WMT:23-YZSL-92545;WMT:23-YSV-92445;WMT:23-YZSL-92526;WMT:23-YZSH-92526;WMT:23-YXY-92545-03;WMT:23-YXY-92545-05;WMT:23-YXY-92526-05;WMT:23-YZSL-92445;WMT:23-YZSH-92445;WMT:23-YZSH-92545;WMT:23-YSV-92526,VAL_FAO-079076_2,akerbp-cdp,5779324623629880,FAO-079076,600,NO,Utfør rutiner: ***(PH)***,*** MND DRIFT. Ettersyn og funklsjonstest av Blow Down ventiler,2,YES,VAL,,Utstyrs nedstenging,YES,,26,Drift,,0,
1369551600000,1367665382000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-079315_1,akerbp-cdp,2913799305268383,FAO-079315,600,NO,Utfør rutine ***(PH)***,*** MND MEK. Smøreoljeprøve kompressorer,1,YES,VAL,,Under drift,YES,,8,Mekanisk,,0,
1370070000000,1372550400000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-082254_30,akerbp-cdp,6373058189248886,FAO-082254,900,NO,Excecute Routine ***-VPH-CM-***,Monthly oil analysis,30,NO,VAL,,Under drift,NO,,2,Onshore,,2,
1370070000000,1372550400000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-082255_10,akerbp-cdp,2294712296175303,FAO-082255,900,NO,Excecute Routine ***-VPH-CM-***,Daily CM data reveiw and analysis,10,NO,VAL,,Under drift,NO,,4,Onshore,,4,
1370070000000,1372550400000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-082254_20,akerbp-cdp,2587575668606854,FAO-082254,900,NO,Excecute Routine ***-VPH-CM-***,Monthly SKF meeting with BP,20,NO,VAL,,Under drift,NO,,20,Onshore,,20,
1370070000000,1372550400000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-082252_10,akerbp-cdp,3535755133875327,FAO-082252,900,NO,Excecute Routine ***-VPH-CM-***,Daily analysis of System1,10,NO,VAL,,Under drift,NO,,2,Onshore,,2,
1370070000000,1372550400000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92501B;WMT:23-ESDV-92521;WMT:23-ESDV-92551B,VAL_FAO-082253_10,akerbp-cdp,1973326870294931,FAO-082253,900,NO,Excecute Routine ***-VPH-CM-***,Daily analysis of ***-MAP,10,NO,VAL,,Under drift,NO,,2,Onshore,,2,
1370070000000,1372550400000.0,Worktask,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-LV-92521A;WMT:23-PV-96153,VAL_FAO-082258_10,akerbp-cdp,8497024970361552,FAO-082258,900,NO,*** ***-VPH-CM-***,Daily monitoring control valves,10,NO,VAL,,,NO,,2,Onshore,,2,
1370070000000,1372550400000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92501B;WMT:23-ESDV-92521;WMT:23-ESDV-92551B,VAL_FAO-082253_20,akerbp-cdp,4406397934364864,FAO-082253,900,NO,Excecute Routine ***-VPH-CM-***,Monthly SCORE meeting with BP,20,NO,VAL,,Under drift,NO,,8,Onshore,,8,
1370070000000,1372550400000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92501B;WMT:23-ESDV-92521;WMT:23-ESDV-92551B,VAL_FAO-082256_20,akerbp-cdp,2307657624599874,FAO-082256,900,NO,Excecute Routine ***-VPH-CM-***,Monthly meeting with SCORE,20,NO,VAL,,Under drift,NO,,4,Onshore,,4,
1370070000000,1372550400000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92501B;WMT:23-ESDV-92521;WMT:23-ESDV-92551B,VAL_FAO-082256_10,akerbp-cdp,8624459511324576,FAO-082256,900,NO,Excecute ***-***-CM-***,Daily activity,10,NO,VAL,20,Under drift,NO,,2,Onshore,Monthly meeting with SCORE,2,FINISH_TO_START
1370070000000,1372550400000.0,Worktask,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-LV-92521A;WMT:23-PV-96153,VAL_FAO-082257_10,akerbp-cdp,1769766623627667,FAO-082257,900,NO,*** ***-VPH-CM-***,Daily monitoring control valves,10,NO,VAL,,,NO,,1,Onshore,,1,
1370070000000,1372550400000.0,Worktask,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-LV-92521A;WMT:23-PV-96153,VAL_FAO-082258_30,akerbp-cdp,4829231870881939,FAO-082258,900,NO,*** ***-VPH-CM-***,Monthly monitoring control valves,30,NO,VAL,,Under drift,NO,,2,Onshore,,2,
1370070000000,1372550400000.0,Worktask,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-LV-92521A;WMT:23-PV-96153,VAL_FAO-082257_30,akerbp-cdp,3431563505934299,FAO-082257,900,NO,*** ***-VPH-CM-***,Monthly monitoring control valves,30,NO,VAL,,Under drift,NO,,4,Onshore,,4,
1371193200000,1371112773000.0,Worktask,VAL,akerbp-cdp,WMT:23-FZSH-92543;WMT:23-FV-92542;WMT:23-FZSL-92542;WMT:23-FV-92543;WMT:23-FY-92542-03;WMT:23-PY-96153;WMT:23-PT-96153;WMT:23-FY-92543;WMT:23-FZSL-92543;WMT:23-PV-96153;WMT:23-FZSH-92542,VAL_FAO-077524_10,akerbp-cdp,4455375197305367,FAO-077524,600,NO,"Utfør kontroll *** henhold til PM rutine ***(PH)***,  ***(PH)***, ***(PH)***",*** MND AUTO. Årlig ettersyn av ventiler,10,YES,VAL,,Revisjon (full shutdown),YES,,8,Automasjon,,0,
1371625200000,1371286558000.0,Worktask,VAL,akerbp-cdp,WMT:48-PCV-96964;WMT:48-XV-96960-02;WMT:48-LG-96960;WMT:48-XY-96960;WMT:48-XV-96960;WMT:48-XI-96964B;WMT:48-PT-96960;WMT:48-PT-96962;WMT:48-SU-9105;WMT:48-XY-96961;WMT:48-SU-9106;WMT:48-PT-96961;WMT:48-TB-9159;WMT:48-XV-96962;WMT:48-XV-96961;WMT:48-XI-96964A;WMT:48-XV-96960-01,VAL_FAO-077671_10,akerbp-cdp,7497406320798576,FAO-077671,600,NO,"Utfør kontroll *** henhold til PM rutine ***(PH)***, ***(PH)*** og ***(PH)***",*** MND AUTO. Årlig kontroll og funksjonstest av vanntåkeanlegg,10,YES,VAL,,Revisjon (full shutdown),YES,,14,Automasjon,,0,
1372662000000,1372548547000.0,Worktask,VAL,akerbp-cdp,WMT:23-GO-9115;WMT:48-XY-96966B;WMT:48-ZSH-96966A;WMT:48-ZSL-96966B;WMT:23-GO-9114;WMT:48-ZSH-96966B;WMT:48-ZSL-96966A;WMT:48-XY-96966A,VAL_FAO-084029_01,akerbp-cdp,2185914658409924,FAO-084029,600,NO,Utfør kontroll *** henhold til PM rutine ***(PH)***,***  MND DRIFT. ***-månedlig funksjonstest av ***,01,YES,VAL,,Utstyrs nedstenging,YES,,2,Drift,,0,
1372921200000,1372949887000.0,Worktask,VAL,akerbp-cdp,WMT:23-EZSM-92521;WMT:23-EXY-92521-05;WMT:23-EZSL-92521;WMT:23-EXY-92521-04;WMT:23-ESDP-92521;WMT:23-ESDV-92521;WMT:23-EZSH-92521,VAL_FAO-079009_2,akerbp-cdp,8191289260735336,FAO-079009,600,NO,Utfør rutiner ***(PH)***,*** MND AUTO. Funksjonstest av ESDV ventil instrumentering ,2,YES,VAL,,Under drift,YES,2013-02-12T12:10:24,10,Automasjon,,0,
1372921200000,1372949887000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDP-92521,VAL_FAO-079009_1,akerbp-cdp,6993091458958670,FAO-079009,600,NO,Utfør funksjonstest *** henhold til *** ***.***.***,*** MND DRIFT. Funksjonstest av ESDV ventil,1,YES,VAL,,Hovedutstyrs nedstengning,YES,,4,Drift,,0,***
1372921200000,1372949887000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDP-92521,VAL_FAO-079009_3,akerbp-cdp,4866828991895171,FAO-079009,600,NO,Utfør rutine ***.***.***,MND *** av ESDV ventil,3,YES,VAL,,Hovedutstyrs nedstengning,YES,2013-06-26T10:48:19,3,Mekanisk,,0,
1373094000000,1372867649000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-079316_1,akerbp-cdp,3136319846379597,FAO-079316,600,NO,Utfør rutine ***(PH)***,*** MND MEK. Smøreoljeprøve kompressorer,1,YES,VAL,,Under drift,YES,,10,Mekanisk,,0,
1374735600000,1375142400000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-082764_20,akerbp-cdp,4406435411392543,FAO-082764,900,NO,Excecute Routine ***-VPH-CM-***,Monthly SKF meeting with BP,20,NO,VAL,,Under drift,NO,,20,Onshore,,20,
1374735600000,1375142400000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-082764_30,akerbp-cdp,1284727005062515,FAO-082764,900,NO,Excecute Routine ***-VPH-CM-***,Monthly oil analysis,30,NO,VAL,,Under drift,NO,,2,Onshore,,2,
1375340400000,1377820800000.0,Worktask,VAL,akerbp-cdp,WMT:23-PT-96160-03;WMT:23-PSL-96140;WMT:23-TT-96181-03;WMT:23-LT-96182-03;WMT:23-TT-92533,VAL_FAO-084478_10,akerbp-cdp,3216779786734153,FAO-084478,900,NO,Excecute Routine ***-VPH-CM-***,*** Monthly monitoring,10,NO,VAL,,Under drift,NO,,7.5,Onshore,,7,
1375340400000,1377820800000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92501B;WMT:23-ESDV-92521;WMT:23-ESDV-92551B,VAL_FAO-084471_20,akerbp-cdp,1758831005683525,FAO-084471,900,NO,Excecute Routine ***-VPH-CM-***,Monthly meeting with SCORE,20,NO,VAL,,Under drift,NO,,4,Onshore,,4,
1375340400000,1377820800000.0,Worktask,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-LV-92521A;WMT:23-PV-96153,VAL_FAO-084472_10,akerbp-cdp,2079716222889358,FAO-084472,900,NO,*** ***-VPH-CM-***,Daily monitoring control valves,10,NO,VAL,,,NO,,1,Onshore,,1,
1375340400000,1377820800000.0,Worktask,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-LV-92521A;WMT:23-PV-96153,VAL_FAO-084473_30,akerbp-cdp,1843579446565573,FAO-084473,900,NO,*** ***-VPH-CM-***,Monthly monitoring control valves,30,NO,VAL,,Under drift,NO,,2,Onshore,,2,
1375340400000,1377820800000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-084468_10,akerbp-cdp,2843251086392687,FAO-084468,900,NO,Excecute Routine ***-VPH-CM-***,Daily analysis of System1,10,NO,VAL,,Under drift,NO,,2,Onshore,,2,
1375340400000,1377820800000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92501B;WMT:23-ESDV-92521;WMT:23-ESDV-92551B,VAL_FAO-084471_10,akerbp-cdp,4909907978183996,FAO-084471,900,NO,Excecute ***-***-CM-***,Daily activity,10,NO,VAL,20,Under drift,NO,,2,Onshore,Monthly meeting with SCORE,2,FINISH_TO_START
1375340400000,1377820800000.0,Worktask,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-LV-92521A;WMT:23-PV-96153,VAL_FAO-084473_10,akerbp-cdp,1571702581975847,FAO-084473,900,NO,*** ***-VPH-CM-***,Daily monitoring control valves,10,NO,VAL,,,NO,,2,Onshore,,2,
1375340400000,1377820800000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92501B;WMT:23-ESDV-92521;WMT:23-ESDV-92551B,VAL_FAO-084469_20,akerbp-cdp,78207253671286,FAO-084469,900,NO,Excecute Routine ***-VPH-CM-***,Monthly SCORE meeting with BP,20,NO,VAL,,Under drift,NO,,8,Onshore,,8,
1375340400000,1377820800000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92501B;WMT:23-ESDV-92521;WMT:23-ESDV-92551B,VAL_FAO-084469_10,akerbp-cdp,7308848219783149,FAO-084469,900,NO,Excecute Routine ***-VPH-CM-***,Daily analysis of ***-MAP,10,NO,VAL,,Under drift,NO,,2,Onshore,,2,
1375340400000,1377820800000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-084470_10,akerbp-cdp,4924684657965281,FAO-084470,900,NO,Excecute Routine ***-VPH-CM-***,Daily CM data reveiw and analysis,10,NO,VAL,,Under drift,NO,,4,Onshore,,4,
1375340400000,1375347765000.0,Worktask,VAL,akerbp-cdp,WMT:23-PI-96145;WMT:23-PSV-96194;WMT:23-PCV-96110,VAL_FAO-084196_1,akerbp-cdp,2807951965427969,FAO-084196,600,NO,Utføres *** rutine: ***(PH)***,*** MND AUTO. *** kontroll av motor purge unit,1,YES,VAL,,Under drift,YES,,2,Automasjon,,0,
1375340400000,1377820800000.0,Worktask,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-LV-92521A;WMT:23-PV-96153,VAL_FAO-084472_30,akerbp-cdp,3023984396973317,FAO-084472,900,NO,*** ***-VPH-CM-***,Monthly monitoring control valves,30,NO,VAL,,Under drift,NO,,4,Onshore,,4,
1376290800000,1375798065000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-084452_1,akerbp-cdp,3599867305218449,FAO-084452,600,NO,Utfør rutine ***(PH)***,*** MND MEK. Smøreoljeprøve kompressorer,1,YES,VAL,,Under drift,YES,,12,Mekanisk,,0,
1376550000000,1377820800000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-082846_20,akerbp-cdp,1904810149140580,FAO-082846,900,NO,Excecute Routine ***-VPH-CM-***,Monthly SKF meeting with BP,20,NO,VAL,,Under drift,NO,,20,Onshore,,20,
1376550000000,1377820800000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-082846_30,akerbp-cdp,5974875777903244,FAO-082846,900,NO,Excecute Routine ***-VPH-CM-***,Monthly oil analysis,30,NO,VAL,,Under drift,NO,,2,Onshore,,2,
1377759600000,1378073643000.0,Worktask,VAL,akerbp-cdp,WMT:PH-S-1400;WMT:23-TX-9103,VAL_FAO-084033_1,akerbp-cdp,8782551186525304,FAO-084033,600,NO,Utfør rutiner: ***(PH)***,*** MND MEK. Inspeksjon av ***,1,YES,VAL,,Under drift,YES,2013-09-01T22:13:47,45,Mekanisk,,0,
1378018800000,1380499200000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92501B;WMT:23-ESDV-92521;WMT:23-ESDV-92551B,VAL_FAO-084862_10,akerbp-cdp,8880181487954495,FAO-084862,900,NO,Excecute ***-***-CM-***,Daily activity,10,NO,VAL,20,Under drift,NO,,2,Onshore,Monthly meeting with SCORE,2,FINISH_TO_START
1378018800000,1380499200000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-084861_10,akerbp-cdp,5960598635709833,FAO-084861,900,NO,Excecute Routine ***-VPH-CM-***,Daily CM data reveiw and analysis,10,NO,VAL,,Under drift,NO,,4,Onshore,,4,
1378018800000,1380499200000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-083564_30,akerbp-cdp,6776457508642234,FAO-083564,900,NO,Excecute Routine ***-VPH-CM-***,Monthly oil analysis,30,NO,VAL,,Under drift,NO,,2,Onshore,,2,
1378018800000,1375142400000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92501B;WMT:23-ESDV-92521;WMT:23-ESDV-92551B,VAL_FAO-083375_10,akerbp-cdp,8452896800163555,FAO-083375,900,NO,Excecute Routine ***-VPH-CM-***,Daily analysis of ***-MAP,10,NO,VAL,,Under drift,NO,,2,Onshore,,2,
1378018800000,1380499200000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-084859_10,akerbp-cdp,1371863815532092,FAO-084859,900,NO,Excecute Routine ***-VPH-CM-***,Daily analysis of System1,10,NO,VAL,,Under drift,NO,,2,Onshore,,2,
1378018800000,1380499200000.0,Worktask,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-LV-92521A;WMT:23-PV-96153,VAL_FAO-084866_40,akerbp-cdp,1823304113094459,FAO-084866,900,NO,*** ***-VPH-CM-***,***- Monthly Monitoring Control Valves,40,NO,VAL,,Under drift,NO,,6,Onshore,,6,
1378018800000,1375142400000.0,Worktask,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-LV-92521A;WMT:23-PV-96153,VAL_FAO-083368_10,akerbp-cdp,2985271284468258,FAO-083368,900,NO,*** ***-VPH-CM-***,Daily monitoring control valves,10,NO,VAL,,,NO,,2,Onshore,,2,
1378018800000,1375142400000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92501B;WMT:23-ESDV-92521;WMT:23-ESDV-92551B,VAL_FAO-083375_20,akerbp-cdp,1592313459606908,FAO-083375,900,NO,Excecute Routine ***-VPH-CM-***,Monthly SCORE meeting with BP,20,NO,VAL,,Under drift,NO,,8,Onshore,,8,
1378018800000,1375142400000.0,Worktask,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-LV-92521A;WMT:23-PV-96153,VAL_FAO-083367_10,akerbp-cdp,208769871437497,FAO-083367,900,NO,*** ***-VPH-CM-***,Daily monitoring control valves,10,NO,VAL,,,NO,,1,Onshore,,1,
1378018800000,1380499200000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92501B;WMT:23-ESDV-92521;WMT:23-ESDV-92551B,VAL_FAO-084862_20,akerbp-cdp,7433652593123237,FAO-084862,900,NO,Excecute Routine ***-VPH-CM-***,Monthly meeting with SCORE,20,NO,VAL,,Under drift,NO,,4,Onshore,,4,
1378018800000,1375142400000.0,Worktask,VAL,akerbp-cdp,WMT:23-KA-9101,VAL_FAO-083365_10,akerbp-cdp,287994939871338,FAO-083365,900,NO,Excecute Routine ***-VPH-CM-***,Daily analysis of System1,10,NO,VAL,,Under drift,NO,,2,Onshore,,2,
1378018800000,1375142400000.0,Worktask,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92501B;WMT:23-ESDV-92521;WMT:23-ESDV-92551B,VAL_FAO-083376_10,akerbp-cdp,4208774210911859,FAO-083376,900,NO,Excecute ***-***-CM-***,Daily activity,10,NO,VAL,20,Under drift,NO,,2,Onshore,Monthly meeting with SCORE,2,FINISH_TO_START
1378018800000,1380499200000.0,Worktask,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-LV-92521A;WMT:23-PV-96153,VAL_FAO-084865_30,akerbp-cdp,8667070980557166,FAO-084865,900,NO,*** ***-VPH-CM-***,Monthly monitoring control valves,30,NO,VAL,,Under drift,NO,,4,Onshore,,4,
