"key","externalId","sourceExternalId","targetExternalId"
"KAO-118068-WMT:23-PDT-96167","KAO-118068-WMT:23-PDT-96167","KAO-118068","WMT:23-PDT-96167"
"KAO-118172-WMT:23-FV-92542","KAO-118172-WMT:23-FV-92542","KAO-118172","WMT:23-FV-92542"
"KAO-120677-WMT:23-CB-9103B","KAO-120677-WMT:23-CB-9103B","KAO-120677","WMT:23-CB-9103B"
"KAO-121554-WMT:23-YT-96106-02","KAO-121554-WMT:23-YT-96106-02","KAO-121554","WMT:23-YT-96106-02"
"KAO-123109-WMT:23-FV-92542","KAO-123109-WMT:23-FV-92542","KAO-123109","WMT:23-FV-92542"
"KAO-125501-WMT:23-HV-92540-01","KAO-125501-WMT:23-HV-92540-01","KAO-125501","WMT:23-HV-92540-01"
"KAO-125501-WMT:23-HV-96173-02","KAO-125501-WMT:23-HV-96173-02","KAO-125501","WMT:23-HV-96173-02"
"KAO-125687-WMT:23-KA-9101","KAO-125687-WMT:23-KA-9101","KAO-125687","WMT:23-KA-9101"
"KAO-126820-WMT:23-YSV-92445","KAO-126820-WMT:23-YSV-92445","KAO-126820","WMT:23-YSV-92445"
"KAO-127638-WMT:23-TE-96102-01","KAO-127638-WMT:23-TE-96102-01","KAO-127638","WMT:23-TE-96102-01"
"KAO-128188-WMT:23-KA-9101","KAO-128188-WMT:23-KA-9101","KAO-128188","WMT:23-KA-9101"
"KAO-128188-WMT:23-TE-96102-03","KAO-128188-WMT:23-TE-96102-03","KAO-128188","WMT:23-TE-96102-03"
"KAO-128188-WMT:23-TE-96103-04","KAO-128188-WMT:23-TE-96103-04","KAO-128188","WMT:23-TE-96103-04"
"KAO-128188-WMT:23-XE-96108","KAO-128188-WMT:23-XE-96108","KAO-128188","WMT:23-XE-96108"
"KAO-128188-WMT:23-ZE-96107-01","KAO-128188-WMT:23-ZE-96107-01","KAO-128188","WMT:23-ZE-96107-01"
"KAO-128188-WMT:23-ZE-96107-02","KAO-128188-WMT:23-ZE-96107-02","KAO-128188","WMT:23-ZE-96107-02"
"KAO-128188-WMT:23-ZE-96107-03","KAO-128188-WMT:23-ZE-96107-03","KAO-128188","WMT:23-ZE-96107-03"
"KAO-129945-WMT:23-CB-9104A","KAO-129945-WMT:23-CB-9104A","KAO-129945","WMT:23-CB-9104A"
"KAO-130037-WMT:23-KA-9101","KAO-130037-WMT:23-KA-9101","KAO-130037","WMT:23-KA-9101"
"KAO-130097-WMT:23-HV-92540-01","KAO-130097-WMT:23-HV-92540-01","KAO-130097","WMT:23-HV-92540-01"
"KAO-130891-WMT:23-FT-92521","KAO-130891-WMT:23-FT-92521","KAO-130891","WMT:23-FT-92521"
"KAO-131437-WMT:23-ESDV-92501A","KAO-131437-WMT:23-ESDV-92501A","KAO-131437","WMT:23-ESDV-92501A"
"KAO-133232-WMT:23-LT-96182-02","KAO-133232-WMT:23-LT-96182-02","KAO-133232","WMT:23-LT-96182-02"
"KAO-133232-WMT:23-VA-9110","KAO-133232-WMT:23-VA-9110","KAO-133232","WMT:23-VA-9110"
"KAO-133806-WMT:23-TX-9103","KAO-133806-WMT:23-TX-9103","KAO-133806","WMT:23-TX-9103"
"KAO-134783-WMT:23-XS-92529","KAO-134783-WMT:23-XS-92529","KAO-134783","WMT:23-XS-92529"
"KAO-134853-WMT:23-2ND STAGE COMPRESSOR-PH","KAO-134853-WMT:23-2ND STAGE COMPRESSOR-PH","KAO-134853","WMT:23-2ND STAGE COMPRESSOR-PH"
"KAO-135349-WMT:23-KA-9101","KAO-135349-WMT:23-KA-9101","KAO-135349","WMT:23-KA-9101"
"KAO-135880-WMT:23-XT-96108","KAO-135880-WMT:23-XT-96108","KAO-135880","WMT:23-XT-96108"
"KAO-137040-WMT:23-XX-9106","KAO-137040-WMT:23-XX-9106","KAO-137040","WMT:23-XX-9106"
"KAO-140613-WMT:23-PT-96156-01","KAO-140613-WMT:23-PT-96156-01","KAO-140613","WMT:23-PT-96156-01"
"KAO-143190-WMT:23-FO-92545","KAO-143190-WMT:23-FO-92545","KAO-143190","WMT:23-FO-92545"
