OBJECTID,FacilityID,InstallDate,LifeCycleStatus,LocationDescription,Comments,PumpOn,PumpOff,PumpOutDia,VFD,VFDSetting,Position,LiftStationID,PumpNumber,PumpHP,HighHeadShutOff,DesignPointHeadFT,DesignPointFlowGPM,LowHeadFT,LowHeadFlowGPM,PumpControl,PumpModel,LastUpdate,LastEditor,Enabled,GlobalID,created_user,created_date,last_edited_user,last_edited_date,Shape__Length
231,CPUMP075A,2002/07/23 00:00:00+00,I,"Shevlin Commons - 18984 Squirrel Tail Lp., 97701","Col Lift Sta. #75   Shevlin Commons - Shevlin Commons, Common Area between 18982 & 18988",3717.5,3714.58,4, ,,LEAD,Shevlin Commons, ,20,0,126,118,105,290, ,S4QX2000JC,,,1,2acd5205-a449-4f12-bdda-8e55c83382bf,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,5.95770089011386
232,CPUMP075B,2002/07/23 00:00:00+00,I,"Shevlin Commons - 18984 Squirrel Tail Lp., 97701","Col Lift Sta. #75   Shevlin Commons - Shevlin Commons, Common Area between 18982 & 18988",3717.83,3714.58,4, ,,LAG1,Shevlin Commons, ,20,0,126,118,105,290, ,S4QX2000JC,,,1,77a21bb1-f425-4e9b-b5b5-25a61453b2e3,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,6.01762829494025
233,CPUMP037A,1996/06/06 00:00:00+00,I,"Canal View - 63383 Brightwater., 97702","Col Lift Sta. #37   Canal View - Canal View Sub, North of 20933 Brightwater Dr.",3448,3446.67,4, ,,LEAD,Canal View, ,5,0,28,190,19.5,394, ,3102.090-1153,,,1,0bd12e78-eb05-4023-a7a1-03251305c9b9,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,6.51190223743411
234,CPUMP037B,1996/06/06 00:00:00+00,I,"Canal View - 63383 Brightwater., 97702","Col Lift Sta. #37   Canal View - Canal View Sub, North of 20933 Brightwater Dr.",3449.5,3446.67,4, ,,LAG1,Canal View, ,5,0,28,190,19.5,394, ,3102.090-1153,,,1,30729ec4-b141-46ec-92d8-a0c99c57e8a9,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,5.75467754296118
237,CPUMP041A,2002/05/19 00:00:00+00,I,"Glenshire - 1064 NE Glenshire Pl., 97701","Col Lift Sta. #41   Glenshire - Glenshire Subdivision, Behind 1064 Canoe Ct.",3540.85,3540.02,4,Yes,,LEAD,Glenshire, ,5,0,34.4,172,25,400, ,3102.090-0995,,,1,c0bade90-b448-4ddf-b127-0dd61a30a2ac,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,8.82588902197634
238,CPUMP041B,2002/05/19 00:00:00+00,I,"Glenshire - 1064 NE Glenshire Pl., 97701","Col Lift Sta. #41   Glenshire - Glenshire Subdivision, Behind 1064 Canoe Ct.",3542.02,3540.02,4,Yes,,LAG1,Glenshire, ,5,0,34.4,172,25,400, ,3102.090-0995,,,1,4469bba5-cad1-46a8-8647-f639bf5b31ef,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,8.9256133170089
239,CPUMP022A,2005/04/26 00:00:00+00,I,"West Side - 35 Portland Ave., 97701",Col Lift Sta. #22   West Side - Portland Ave By Steidle,3578.25,3575.75,8,Yes,,LEAD,West Side, ,45,0,47.2,2731,27.5,3750, ,3202.180-0606,,,1,d5c81e94-c745-46bd-96ab-7e19325c6689,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,22.9730751036785
240,CPUMP022B,2005/04/26 00:00:00+00,I,"West Side - 35 Portland Ave., 97701",Col Lift Sta. #22   West Side - Portland Ave By Steidle,3578.55,3575.75,8,Yes,,LAG1,West Side, ,45,0,47.2,2731,27.5,3750, ,3202.180-0606,,,1,d2deb875-db69-4bb9-b112-a0fdf63c576b,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,19.2984957301849
241,CPUMP022C,2005/04/26 00:00:00+00,I,"West Side - 35 Portland Ave., 97701",Col Lift Sta. #22   West Side - Portland Ave By Steidle,3579.5,3575.75,8, ,,LAG2,West Side, ,40,0,40,2340,26,3000, ,8nhtvf8,,,1,6cc5fc1d-dc4b-4ca9-92a9-272f5697664c,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,20.6792526216476
242,CPUMP022D,2005/04/26 00:00:00+00,I,"West Side - 35 Portland Ave., 97701",Col Lift Sta. #22   West Side - Portland Ave By Steidle,3580,3575.75,8, ,,LAG3,West Side, ,40,0,40,2340,26,3000, ,8nhtvf8,,,1,6d1d04cd-7d86-43c5-a932-f92f40dfc96b,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,24.227044332731
243,CPUMP064A,2003/07/02 00:00:00+00,I,"Pine Ridge - 61323 Brianne Pl., 97702","Col Lift Sta. #64   Pine Ridge - Pine Ridge Sub, In front of 61323 Brianne Pl.",3813.17,3811.17,4, ,,LEAD,Pine Ridge, ,5,0,34.1,160,28,280, ,S4NX500CC,,,1,c0eddf6f-7283-4c2c-881c-3f126b32da7f,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2023/02/16 16:11:37+00,7.08477112556864
244,CPUMP064B,2003/07/02 00:00:00+00,I,"Pine Ridge - 61323 Brianne Pl., 97702","Col Lift Sta. #64   Pine Ridge - Pine Ridge Sub, In front of 61323 Brianne Pl.",3814.17,3811.17,4, ,,LAG1,Pine Ridge, ,5,0,34.1,160,28,280, ,S4NX500CC,,,1,f7c99cbd-a6d0-460e-a268-5fde60f34283,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2023/02/16 16:11:37+00,8.00655746914304
245,CPUMP027A,2002/03/28 00:00:00+00,I,Touchmark - 19855 Touchmark Way.,"Col Lift Sta. #27   Touchmark - Touchmark Homes, End of Touchmark Way",3619.72,3617.38,4, ,,LEAD,Touchmark, ,20,0,91.2,400,80,650, ,S4BX2000-JC,,,1,ef2e3ec9-de55-4e08-8f2d-1b092d7add86,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,6.66866583940889
246,CPUMP027B,2002/03/28 00:00:00+00,I,Touchmark - 19855 Touchmark Way.,"Col Lift Sta. #27   Touchmark - Touchmark Homes, End of Touchmark Way",3622.22,3617.38,4, ,,LAG1,Touchmark, ,20,0,91.2,400,80,650, ,S4BX2000-JC,,,1,c4f1a1d1-a26d-4290-a99c-d585d80c17c0,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,6.47062837409186
247,CPUMP073A,1973/08/29 00:00:00+00,I,"Shevlin Meadows - 2980 NW Shevlin Meadow Dr., 97701","Col Lift Sta. #73   Shevlin Meadows - Shevlin Meadows, Back of 2980 Shevlin Meadow Dr.",3708.77,3706.77,4,Yes,,LEAD,Shevlin Meadows, ,10,0,90,153,75,350, ,3127.090-1946,2021/12/01 14:10:25+00,"""BEND\KWINTER""",1,34852241-209a-4d6e-8092-383346164bff,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,9.59830405450103
248,CPUMP073B,1973/08/29 00:00:00+00,I,"Shevlin Meadows - 2980 NW Shevlin Meadow Dr., 97701","Col Lift Sta. #73   Shevlin Meadows - Shevlin Meadows, Back of 2980 Shevlin Meadow Dr.",3709.77,3706.77,4,Yes,,LAG1,Shevlin Meadows, ,10,0,90,153,75,350, ,3127.090-1946,2021/12/01 14:11:37+00,"""BEND\KWINTER""",1,d755c9ef-30c4-44f5-9d83-0e7ddc462748,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,9.26154317243233
249,CPUMP074A,2006/08/07 00:00:00+00,I,"Renaissance - 62752 Shevlin Park Rd., 97701",Col Lift Sta. #74   Renaissance - Shevlin Park Subdivision,3723.83,3722.67,4, ,,LEAD,Renaissance, ,31,0,129,122,100,275, ,AFP 1034 ME230/2D,,,1,6a5a4de4-7d0e-4a94-a72d-15f4ef0e3e0f,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,7.3237131754072
250,CPUMP074B,2006/08/07 00:00:00+00,I,"Renaissance - 62752 Shevlin Park Rd., 97701",Col Lift Sta. #74   Renaissance - Shevlin Park Subdivision,3724.92,3722.67,4, ,,LAG1,Renaissance, ,31,0,129,122,100,275, ,AFP 1034 ME230/2D,,,1,737208c3-2198-4f81-8033-badf829de6ab,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,9.74833018661558
251,CPUMP080A,2003/09/08 00:00:00+00,I,"Sawyer Park - 62999 O.B. Riley Rd., 97701","Col Lift Sta. #80   Sawyer Park - Sawyer Park, O.B. Riley rd.",3500.7,3498.5,4,Yes,,LEAD,Sawyer Park, ,3,0,47,54,27,65, ,3068.890-9166,,,1,d3645e90-d5c3-4ece-b584-dbd8914aad76,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,5.41304512424277
252,CPUMP080B,2003/09/08 00:00:00+00,I,"Sawyer Park - 62999 O.B. Riley Rd., 97701","Col Lift Sta. #80   Sawyer Park - Sawyer Park, O.B. Riley rd.",3502.5,3498.5,4,Yes,,LAG1,Sawyer Park, ,18,0,72.4,565,52,900, ,3153.090-5078,,,1,739cca7c-1743-45bb-82d8-8db5a01af9b6,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,8.57023383811983
253,CPUMP083A,2005/07/06 00:00:00+00,I,"Empire Estates - 63151 Britta St., 97701",Col Lift Sta. #83   Empire Estates - Behind 20276 Ellie Ln.,3498.97,3497.88,4, ,,LEAD,Empire Estates, ,20,0,103,120,80,260, ,4RHX200M2-43,,,1,b9119c07-af75-442a-8129-d86076e9ea52,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2023/07/17 22:50:37+00,4.60303135017587
254,CPUMP083B,2005/07/06 00:00:00+00,I,"Empire Estates - 63151 Britta St., 97701",Col Lift Sta. #83   Empire Estates - Behind 20276 Ellie Ln.,3499.55,3497.88,4, ,,LAG1,Empire Estates, ,20,0,103,120,80,260, ,4RHX200M2-43,,,1,a1316a99-76d4-409d-958b-9b0928d81e48,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2023/07/17 22:50:37+00,8.21619747127828
255,CPUMP084A,2006/05/16 00:00:00+00,I,"Rim Rock Riders - 20157NW Roper Ln., 97701","Col Lift Sta. #84   Rim Rock Riders - O.B./ Riley Rd., Hardy Ln.",3488.83,3487.67,4, ,,LEAD,Rim Rock Riders, ,20,0,100,150,93,300, ,S4LVX2000FC,,,1,1657acfe-d69b-4cc6-b85f-0e1ba7ab2ccb,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,9.04863314453599
256,CPUMP084B,2006/05/16 00:00:00+00,I,"Rim Rock Riders - 20157NW Roper Ln., 97701","Col Lift Sta. #84   Rim Rock Riders - O.B./ Riley Rd., Hardy Ln.",3489.67,3487.67,4, ,,LAG1,Rim Rock Riders, ,20,0,100,150,93,300, ,S4LVX2000FC,,,1,eaa70433-7c11-4995-a162-32fec64c5ab3,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,8.9233969774157
257,CPUMP087A,2006/08/08 00:00:00+00,I,"Glen Vista - 20210 Glen Vista Dr., 97701","Col Lift Sta. #87   Glen Vista - 20210 Glen Vista Dr.,",3488.75,3486.67,3, ,,LEAD,Glen Vista, ,23,0,155,237,107,450, ,3153.091-0391,,,1,18b47b19-09c1-45e2-9876-c585859cbce6,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2023/07/13 21:17:15+00,7.84763771246684
258,CPUMP087B,2006/08/08 00:00:00+00,I,"Glen Vista - 20210 Glen Vista Dr., 97701","Col Lift Sta. #87   Glen Vista - 20210 Glen Vista Dr.,",3489.08,3486.67,3, ,,LAG1,Glen Vista, ,23,0,155,237,107,450, ,3153.091-0391,,,1,3baa85b7-1733-43ae-851c-29e7267c6adf,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2023/07/13 21:18:25+00,8.57911807733261
259,CPUMP031A,1997/10/16 00:00:00+00,I,"Holiday Inn - 63775 N. Hwy 97, 97701",Col Lift Sta. #31   Holiday Inn - N 97 AND GRANDVIEW,3424,3422.67,3, ,,LEAD,Holiday Inn, ,23,0,172,160,140,310, ,3153.091-0390,,,1,f924e371-fa4b-4e1d-a6f9-b5e5bca9daf2,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,7.18342700584008
260,CPUMP031B,1997/10/16 00:00:00+00,I,"Holiday Inn - 63775 N. Hwy 97, 97701",Col Lift Sta. #31   Holiday Inn - N 97 AND GRANDVIEW,3425.08,3422.67,3, ,,LAG1,Holiday Inn, ,23,0,172,160,140,310, ,3153.091-0390,,,1,dae27f94-3634-41c0-ad10-77519be885f0,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,7.14754217628076
261,CPUMP038A,2002/10/24 00:00:00+00,I,"Quail Crossing - 63333 Stonewood Dr., 97701","Col Lift Sta. #38   Quail Crossing - Quail Crossing Sub, North of 63333 Stonewood Dr.",3450.03,3448.62,4, ,,LEAD,Quail Crossing, ,5,0,25,265,17,450, ,3102.090-1153,,,1,cdd15d75-0a7b-44c6-affa-50c93fa6eff8,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2023/08/14 14:46:13+00,10.5322418414471
262,CPUMP038B,2002/10/24 00:00:00+00,I,"Quail Crossing - 63333 Stonewood Dr., 97701","Col Lift Sta. #38   Quail Crossing - Quail Crossing Sub, North of 63333 Stonewood Dr.",3450.53,3448.62,4, ,,LAG1,Quail Crossing, ,5,0,25,265,17,450, ,3102.090-1153,,,1,364f689e-a8fa-4447-b640-28cf38bf3b31,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2023/08/14 14:46:13+00,10.4381483024659
263,CPUMP032A,2003/03/14 00:00:00+00,I,"North Pointe - 63872 Wellington St., 97701","Col Lift Sta. #32   North Point - North Pointe Sub, North Cul-de-sac of Hunters Cir.",3407.58,3405.92,4, ,,LEAD,North Pointe, ,40,0,148,265,130,420, ,4RCX400M2-43,,,1,14f3a9c0-f26d-4c70-b849-0a7e97118d71,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,8.65731641929248
264,CPUMP032B,2003/03/14 00:00:00+00,I,"North Pointe - 63872 Wellington St., 97701","Col Lift Sta. #32   North Point - North Pointe Sub, North Cul-de-sac of Hunters Cir.",3408.58,3405.92,4, ,,LAG1,North Pointe, ,40,0,148,265,130,420, ,4RCX400M2-43,,,1,44e8663c-dbb5-4df1-adcd-7fee9db21579,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,8.66940633577067
265,CPUMP040A,1999/10/06 00:00:00+00,I,"Empire - 63080 Corporate Pl., 97701","Col Lift Sta. #40   Empire - S.W. corner Empire,  Boyd Acres",3521.33,3520,4, ,,LEAD,Empire, ,5,0,42,130,36,250, ,S4NX500JC,,,1,18c069ca-a1b7-4d91-98e0-bae643ae02c4,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,7.20738560825768
266,CPUMP040B,1999/10/06 00:00:00+00,I,"Empire - 63080 Corporate Pl., 97701","Col Lift Sta. #40   Empire - S.W. corner Empire,  Boyd Acres",3522.25,3520,4, ,,LAG1,Empire, ,5,0,42,130,36,250, ,S4NX500JC,,,1,297cd6a2-8d0f-44c5-a116-50d080c104e0,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,7.14421688484395
267,CPUMP082A,1900/01/01 00:00:00+00,DC,Deschutes Business Park, ,3512.83,3509.83,3, ,,LEAD,Deschutes Business Park, ,5,0,37.5,100,19.5,200, ,S3HVX500-JD,2023/03/21 13:17:57+00,BEND\dzarate,1,94e66a00-694b-4c97-ba94-b2d5a4bc89e8,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2023/03/21 20:17:57+00,1.66631428902369
268,CPUMP082B,1900/01/01 00:00:00+00,DC,Deschutes Business Park LS, ,3513,3509.83,3, ,,LAG1,Deschutes Business Park LS, ,5,0,37.5,100,19.5,200, ,S3HVX500-JD,2023/03/21 13:17:57+00,BEND\dzarate,1,eb45f1ea-b4b6-44b2-a905-c5d3e7c0baee,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2023/03/21 20:17:57+00,1.64574263642846
269,CPUMP081A,2003/02/20 00:00:00+00,I,"Enchant on Deschutes - 63166 Riverstone, 97701",Col Lift Sta. #81   Enchant on Desch - Enchantment on the Deschutes Common Area,3483.83,3483.33,4, ,,LEAD,Enchant on Deschutes, ,30,0,134,150,120,300, ,S4QX3000FC,,,1,f8c38295-3ef3-45b2-bb54-bb953fbc29c0,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,7.20740997620471
270,CPUMP081B,2003/02/20 00:00:00+00,I,"Enchant on Deschutes - 63166 Riverstone, 97701",Col Lift Sta. #81   Enchant on Desch - Enchantment on the Deschutes Common Area,3485,3483.33,4, ,,LAG1,Enchant on Deschutes, ,30,0,134,150,120,300, ,S4QX3000FC,,,1,aef807ca-83fc-4f90-a114-aa91f0d476f8,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,8.55853739975915
271,CPUMP019A,2007/04/24 00:00:00+00,I,"Wyndemere - 745 NW Archie Briggs., 97701",Col Lift Sta. #19   Wyndemere - NE Corner of Lower Village and Archie Briggs,3483.5,3481.5,4,Yes,,LEAD,Wyndemere, ,15,0,95.3,271,71,550, ,3153.091-0507,,,1,8943fd86-97f1-4f8e-ac3e-6bfe0ba3c64b,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,5.45099887543162
272,CPUMP019B,2007/04/24 00:00:00+00,I,"Wyndemere - 745 NW Archie Briggs., 97701",Col Lift Sta. #19   Wyndemere - NE Corner of Lower Village and Archie Briggs,3484,3481.5,4,Yes,,LAG1,Wyndemere, ,15,0,95.3,271,71,550, ,3153.091-0507,,,1,bb909bff-27c4-47c9-9067-43784b863004,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,8.20764052615974
273,CPUMP019C,2007/04/24 00:00:00+00,I,"Wyndemere - 745 NW Archie Briggs., 97701",Col Lift Sta. #19   Wyndemere - NE Corner of Lower Village and Archie Briggs,3484.5,3481.5,4,Yes,,LAG2,Wyndemere, ,15,0,95.3,271,71,550, ,3153.091-0507,,,1,61b15c43-840c-4d0b-8395-2d39e58a3398,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,5.59729223880216
274,CPUMP049B,2006/08/31 00:00:00+00,I,"Orion Greens - 21042 Perrigan Dr., 97702","Col Lift Sta. #49   Orion Greens - Orion Greens Subdivision, Corner of Perrigan and A",3663.33,3661,4, ,,LAG1,Orion Greens, ,10,0,68,170,60.5,300, ,3127.090-2226,,,1,ab76bdb9-06d2-4cf0-8a53-2bfef770562d,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,5.46207732544743
275,CPUMP049A,2006/08/31 00:00:00+00,I,"Orion Greens - 21042 Perrigan Dr., 97702","Col Lift Sta. #49   Orion Greens - Orion Greens Subdivision, Corner of Perrigan and A",3662.83,3661,4, ,,LEAD,Orion Greens, ,10,0,68,170,60.5,300, ,3127.090-2226,,,1,a5b3ab37-d082-428c-8414-bf3ab2eabf44,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,4.38520952336932
276,CPUMP059A,2004/04/30 00:00:00+00,I,"Blue Ridge - 20511Knott Road, 97702",Col Lift Sta. #59   Blue Ridge - Blue Ridge Subdivision,3835.1,3833.22,3, ,,LEAD,Blue Ridge, ,5,0,56.7,66,45,135, ,3RHX5OM2-21,,,1,a6a0b700-5fab-44bd-b8e4-beccba5c874d,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,6.7453084025193
277,CPUMP059B,2004/04/30 00:00:00+00,I,"Blue Ridge - 20511Knott Road, 97702",Col Lift Sta. #59   Blue Ridge - Blue Ridge Subdivision,3836.1,3833.22,3, ,,LAG1,Blue Ridge, ,5,0,56.7,66,45,135, ,3RHX5OM2-21,,,1,ff631abb-5038-4e81-9092-4d6a006f9fda,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,6.34716114422095
278,CPUMP053A,2002/07/15 00:00:00+00,DC,"Tri Peaks - 61435 Edro Pl., 97702",Col Lift Sta. #53   Tri Peaks - Tri Peaks Subdivision,3735.92,3734.33,3, ,,LEAD,Tri Peaks, ,5,0,62,107,40,237, ,3102,2023/03/17 10:38:03+00,BEND\dzarate,1,1d5089dc-7b5b-4fb3-90c1-0f90b78dc982,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2023/03/17 17:38:03+00,4.68673890580663
279,CPUMP053B,2002/07/15 00:00:00+00,DC,"Tri Peaks - 61435 Edro Pl., 97702",Col Lift Sta. #53   Tri Peaks - Tri Peaks Subdivision,3737.58,3734.33,3, ,,LAG1,Tri Peaks, ,5,0,62,107,40,237, ,3102,2023/03/17 10:38:03+00,BEND\dzarate,1,fc5b42e6-de95-462c-bd42-e50dae082a7d,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2023/03/17 17:38:03+00,4.76113771522382
280,CPUMP050A,2003/10/17 00:00:00+00,D,"Sun Meadow - 20956 Jacklight Ln., 97702","Col Lift Sta. #50   Sun Meadow - Sun Meadow Subdivision, off of Brosterhous",3720.08,3718.75,4, ,,LEAD,Sun Meadow, ,50,0,188,374,150,610, ,4RCX500M2-43,2018/09/14 10:07:06+00,BEND\kwinter,1,8e694ea1-50fb-4a30-bf96-6da4a7ac6a95,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,5.37443759729666
281,CPUMP050B,2003/10/17 00:00:00+00,D,"Sun Meadow - 20956 Jacklight Ln., 97702","Col Lift Sta. #50   Sun Meadow - Sun Meadow Subdivision, off of Brosterhous",3720.92,3718.75,4, ,,LAG1,Sun Meadow, ,50,0,188,374,150,610, ,4RCX500M2-43,2018/09/14 10:07:06+00,BEND\kwinter,1,a173a010-1174-48d8-9495-0e5c1fe88941,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,7.00054135731253
282,CPUMP051B,2002/09/01 00:00:00+00,I,"Foxborough - 61308 Sunflower Ln., 97702","Col Lift Sta. #51   Foxborough - Foxborough Sub, Park at end of Foxborough Rd,",3713.07,3711.07,4, ,,LAG1,Foxborough, ,15,0,76,319,56.4,667, ,3153.090-6377,,,1,68a03a29-b5b7-4f8b-81c7-8d3a237d4fe2,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,5.85662332378759
283,CPUMP051A,2002/09/01 00:00:00+00,I,"Foxborough - 61308 Sunflower Ln., 97702","Col Lift Sta. #51   Foxborough - Foxborough Sub, Park at end of Foxborough Rd,",3712.57,3711.07,4, ,,LEAD,Foxborough, ,15,0,76,319,56.4,667, ,3153.090-6377,,,1,17daac8a-626d-4d38-a8ff-9e0a6605f910,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,5.92756346641304
284,CPUMP062A,2004/03/30 00:00:00+00,D,"South Village - 20190 Lora Ln., 97702",Col Lift Sta. #62   South Village - South Village Subdivision,3745.75,3743.92,4, ,,LEAD,South Village, ,20,0,86.2,265,63,440, ,4RHX200M2-43,2018/09/14 10:45:22+00,BEND\kwinter,1,6a8e4059-e00d-418d-86e4-f384ea60f991,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,12.7381263682036
285,CPUMP062B,2004/03/30 00:00:00+00,D,"South Village - 20190 Lora Ln., 97702",Col Lift Sta. #62   South Village - South Village Subdivision,3746.33,3743.92,4, ,,LAG1,South Village, ,20,0,86.2,265,63,440, ,4RHX200M2-43,2018/09/14 10:45:22+00,BEND\kwinter,1,a7567e4f-bd43-4a71-827c-0c042d32ddab,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,15.046413229508
286,CPUMP063A,2003/02/24 00:00:00+00,I,"Des. River Crossing - 19883 Duck Call Ln., 97702","Col Lift Sta. #63   Des. River Crossing - Des. River Crossing, betw 19877 and 19883 Duck Cal",3808.55,3805.88,4, ,,LEAD,Des. River Crossing, ,5,0,43.4,195,35,400, ,3102.090-0966,,,1,d1998532-7a7a-41bf-9163-076579db982a,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,4.16845958337646
287,CPUMP063B,2003/02/24 00:00:00+00,I,"Des. River Crossing - 19883 Duck Call Ln., 97702","Col Lift Sta. #63   Des. River Crossing - Des. River Crossing, betw 19877 and 19883 Duck Cal",3809.05,3805.88,4, ,,LAG1,Des. River Crossing, ,5,0,43.3,195,35,400, ,3102.090-0966,,,1,25a16fc9-03df-4207-845c-5daa7107c2e2,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,5.00894326843603
288,CPUMP012A,2008/05/23 00:00:00+00,I,"Juniper Ridge - 63600 NE 18th St., 97701","Col Lift Sta. #12   Juniper Ridge - 18th Street, North of Cooley",3432.5,3427.5,4,Yes,,LEAD,Juniper Ridge, ,23,0,112,444,70,625, ,3153.091-0391,,,1,de6feb6f-5dfa-48d3-8f5b-40a1eca3a000,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,7.58525366934981
289,CPUMP012B,2008/05/23 00:00:00+00,I,"Juniper Ridge - 63600 NE 18th St., 97701","Col Lift Sta. #12   Juniper Ridge - 18th Street, North of Cooley",3433,3427.5,4,Yes,,LAG1,Juniper Ridge, ,23,0,112,444,70,625, ,3153.091-0391,,,1,893a734e-aa38-4a55-bd08-5650db33653f,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,10.0843366626313
290,CPUMP071A,1990/04/01 00:00:00+00,I,"Widgi Creek - 60679 Golf Village Lp., 97702","Col Lift Sta. #71   Widgi Creek - Widgi Creek GC, Common Area",3874.83,3871.5,4, ,,LEAD,Widgi Creek, ,75,0,210,800,185,1200, ,4 x 4 x 14T - 1800,,,1,d760f7bb-8f03-406f-8888-9b67148cc4f2,CityofBendOR,2022/12/07 18:30:02.971+00,CityofBendOR,2022/12/07 18:30:02.971+00,5.17680773984939
